# Count	Section	Page	Subhead	Code

133	Numbers	Number Formatting Patterns	Standard Patterns 	standard-currency-alphaNextToNumber
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	muag
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	mucc
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	mupu
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	muro
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	mwba
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	mwbl
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	mwc
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	mwct
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	mwkr
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	mwlk
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	mwmz
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	mwn
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	mwnb
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	mwru
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	mws
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	mwzo
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	mzl
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	mzmpm
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	rw01
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	ssbn
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	ssbw
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	ssec
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	ssew
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	ssjg
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	sslk
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	ssnu
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	ssuy
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	sswr
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	tz01
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	tz02
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	tz03
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	tz04
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	tz05
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	tz06
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	tz07
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	tz08
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	tz09
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	tz10
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	tz11
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	tz12
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	tz13
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	tz14
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	tz15
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	tz16
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	tz17
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	tz18
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	tz19
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	tz20
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	tz21
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	tz22
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	tz23
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	tz24
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	tz25
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	tz26
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	ug101
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	ug113
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	ug217
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	zwma
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	zwmc
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	zwme
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	zwmi
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	zwmn
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	zwms
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	zwmv
15	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	zwmw
15	Locale Display Names	Territories (Africa)	Southern Africa-Subdivisions	bwga
15	Locale Display Names	Territories (Africa)	Southern Africa-Subdivisions	zaec
15	Locale Display Names	Territories (Africa)	Southern Africa-Subdivisions	zafs
15	Locale Display Names	Territories (Africa)	Southern Africa-Subdivisions	zalp
15	Locale Display Names	Territories (Africa)	Southern Africa-Subdivisions	zamp
15	Locale Display Names	Territories (Africa)	Southern Africa-Subdivisions	zanc
15	Locale Display Names	Territories (Africa)	Southern Africa-Subdivisions	zanw
15	Locale Display Names	Territories (Africa)	Southern Africa-Subdivisions	zawc
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	dk81
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	dk82
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	dk83
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	dk84
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	fi02
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	fi03
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	fi04
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	fi05
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	fi06
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	fi07
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	fi08
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	fi09
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	fi10
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	fi11
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	fi12
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	fi13
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	fi14
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	fi15
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	fi16
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	fi17
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	fi18
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	fi19
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbabe
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbbir
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbbmh
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbbpl
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbbst
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbcov
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbcrf
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbder
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbgbn
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbglg
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbiow
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbkhl
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gblce
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbliv
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gblnd
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gblut
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbman
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbmdb
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbnbl
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbnet
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbnfk
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbngm
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbork
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gboxf
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbply
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbpol
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbpor
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbpte
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbrdg
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbshf
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbsth
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbukm
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbyor
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbzet
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	iece
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	iecn
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ieco
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	iecw
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ied
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	iedl
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ieg
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ieke
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	iekk
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ieky
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ield
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ielh
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ielk
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ielm
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	iels
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	iemh
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	iemn
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	iemo
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ieoy
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	iern
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ieso
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ieta
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	iewd
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	iewh
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ieww
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	iewx
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ltal
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ltkl
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ltku
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ltmr
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ltpn
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ltsa
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ltta
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ltte
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ltut
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ltvl
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lvrix
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	no01
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	no02
15	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	no03
